TeslaDeaths,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16
 , , Date, Country, State, Description, , Tesla driver, Tesla occupant, Other vehicle, Cyclists/ Peds, TSLA+cycl / peds, Model, Autopilot claimed, Reported in NHTSA SGO, Verified Tesla Autopilot Deaths, Excerpt Verifying Tesla Autopilot Deaths
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , 
